index,slang_word,correct_word
28513,ambik,ambak
28514,sesetengah,setengah
28515,uvivu,
28516,penghianat,pengkhianat
28517,njierr,
28518,atommm,atom
28519,customization,
28520,dikomen2,dikmen
28521,bossssss,
28522,bjier,bader
28523,nontn,nanti
28524,loooolllll,
28525,tjam,tajam
28526,makek,maket
28527,kerasnya,keranda
28528,pas2an,pasan
28529,elaaaah,
28530,opinimu,opini
28531,mulutnyaa,
28532,kibarkan,kibaran
28533,bosq,bos
28534,amazingly,
28535,gold,gol
28536,kaaaak,kaabah
28537,paehna,pagina
28538,shame,saama
28539,umat2,umat
28540,tipxx,tip
28541,ayooooo,
28542,apinya,abina
28543,camnoff,
28544,dosaku,daku
28545,dein,den
28546,mamanya,makanya
28547,semuaaaa,semuanya
28548,bgt00,
28549,gasabar,gabar
28550,nny,nn.
28551,annoyed,
28552,restricted,
28553,adilan,apilan
28554,nglamar,
28555,4iufg,
28556,hdup,hidup
28557,takkkkk,takokak
28558,meumbarkan,melebarkan
28559,kandangnya,
28560,berap,barap
28561,sublime,sublim
28562,laperbang,laberang
28563,ngebelah,
28564,kjauhan,kejauhan
28565,ride,rede
28566,kntlllll,
28567,keringattan,keringatan
28568,euy,e
28569,ibu2,ibu
28570,kemaluannya,
28571,dket,diet
28572,anb,ab
28573,pel3c3han,pelecehan
28574,keiyoan,keibaan
28575,bmbng,baang
28576,mananye,makanya
28577,bagusnya,
28578,saaa,saama
28579,ngk,nak
28580,pahalaa,pahala
28581,bebannya,beranya
28582,carilah,cailah
28583,serious,serius
28584,ekekekekekek,
28585,dikata,dikara
28586,mbengkel,mengkel
28587,palepap,palepai
28588,sgma,sama
28589,gital,gatal
28590,recehhhh,
28591,iyakan,idaman
28592,kususs,kasuis
28593,gaaa,gaat
28594,dirinyeee,
28595,dgr,dar
28596,nying,ning
28597,freezer,
28598,gengsian,gangsiran
28599,besok2,besok
28600,mslah,malah
28601,emk,em
28602,find,fan
28603,ngandelin,
28604,gafokus,
28605,va,v
28606,katakan,kataka
28607,christo,
28608,poisonous,
28609,bangetttt,
28610,kakmatanya,
28611,gorengannn,gorengan
28612,pisahpun,pisahan
28613,ilangin,ilang
28614,bedeh,bedah
28615,hukumnya,
28616,bilanggg,bilang
28617,bginih,bainah
28618,nyaan,nyaman
28619,salpok,salfok
28620,kontenmuu,
28621,ngentot2,
28622,agamaa,agama
28623,sekolahhh,sekolah
28624,puppy,pulp
28625,buattt,batat
28626,tattonya,
28627,buseh,buser
28628,parahn,parah
28629,quin,qi
28630,kolonh,kolon
28631,klwtn,kawan
28632,dhina,dahina
28633,corea,corek
28634,senengamu,serengam
28635,extrimis,
28636,azizi,aziz
28637,hahhahahha,
28638,aplgi,agi
28639,gobloug,geblog
28640,muter2,materi
28641,nanahaan,nanahaon
28642,kelud,kelu
28643,dibantu,
28644,bv,b
28645,emm,em
28646,cold,coli
28647,sakitnyaaa,
28648,lia,la
28649,bahagiaa,bahagia
28650,disangka,dangka
28651,febriaman,
28652,lv,l
28653,bestiean,bertian
28654,seteduh,seduh
28655,brdua,berdua
28656,ketolong,kelolong
28657,starlight,
28658,ngemeng,ngeceng
28659,ummach,umbah
28660,xpun,
28661,fallacy,
28662,pubernya,
28663,idhul,ibul
28664,tolollllll,
28665,halamannya,
28666,brobrogoreeee,
28667,babeh,babah
28668,gasemua,
28669,eyelinernya,
28670,disakitin,
28671,pahaman,pahatan
28672,bukacangcut,
28673,ketingalam,ketinggalan
28674,anjas,anfas
28675,memandangnya,
28676,carlos,calo
28677,itudia,india
28678,balwind,balin
28679,mendaggri,mendagri
28680,reisko,resko
28681,menyebab,menyeba
28682,paduu,padu
28683,felem,filem
28684,wadohhh,
28685,lt2bk,
28686,andalin,andalan
28687,heloooo,
28688,pernahkan,penahan
28689,kenape,kanape
28690,lekyoo,lekok
28691,alhamdullilah,alhamdulillah
28692,pekok,pecok
28693,marliana,margana
28694,maaff,maaf
28695,ekwkwk,
28696,sange,sage
28697,allegro,alegro
28698,pddi,padi
28699,sindoro,sandro
28700,beneeer,beleter
28701,kumoh,kumuh
28702,suaramu,saraju
28703,tapppppp,
28704,mlik,malik
28705,nikelx,nikel
28706,ancamannya,
28707,keperjakaannya,
28708,didengar,dengar
28709,niqmt,niat
28710,jimlah,jilah
28711,phobia,pehobi
28712,brekk,bek
28713,kinerjanya,
28714,jenny,jenah
28715,wantimpres,
28716,b4hlil,bahlul
28717,tot,tht
28718,keringetnya,
28719,perkilo,perkale
28720,preet,pacet
28721,cokme,come
28722,semangad,semangat
28723,kwkww,
28724,idonane,
28725,dprnya,dorna
28726,sassa,salsa
28727,cosplayer,
28728,ldr,lar
28729,gelangnya,
28730,pecattt,pecat
28731,ahahahahahh,
28732,yuotub,
28733,streaming,
28734,bokepop,bokeo
28735,bright,bigot
28736,supirnya,
28737,mancing,mancung
28738,jesus,jasus
28739,barni,bani
28740,eruo,eru
28741,loss,los
28742,diubun2,
28743,sejlk,sejak
28744,fish,fisi
28745,aaaaaaaa,
28746,ngentor,nestor
28747,dahlah,daulah
28748,ceuk,cauk
28749,segitunya,segianya
28750,pelajari,pelajar
28751,agara,acara
28752,pauuus,paulus
28753,jualannn,jalanan
28754,mossad,massa
28755,nut,net
28756,ykkn,yak
28757,mampukah,mamduhah
28758,ilaihi,ilahi
28759,seles,sele
28760,ooo,obo
28761,2cm,
28762,tq,t
28763,ngik,naik
28764,surga2,surga
28765,shick,saik
28766,plembang,palembang
28767,pirhun,parun
28768,trimkasih,
28769,ngide,nade
28770,fotonya,foton
28771,deapan,dekapan
28772,subrekbangteguh,
28773,cakep2,cakep
28774,ksana,kana
28775,memborbardir,membombardir
28776,perempuwan,perempuan
28777,awto,alto
28778,hangatin,hangat
28779,kubilanggg,
28780,nokkk,nkk
28781,aowkaowkqo,
28782,golden,gorden
28783,dialami,dahami
28784,offf,ofer
28785,mmeecah,memecah
28786,wwkwk,wakwak
28787,pik,pak
28788,kadik,kacik
28789,nyumbangin,
28790,sekriminal,
28791,elaa,ela
28792,menyoe,mencok
28793,gantenggg,ganteng
28794,666,
28795,buntelan,bundelan
28796,dipertanyakan,diperdanakan
28797,menjelekkanmu,menjelekkan
28798,fake2,fabel
28799,wedi,wadi
28800,berkecil,berbedil
28801,ngekritik,neritik
28802,hasiholan,
28803,manusiakan,memanusiakan
28804,gudmer,geder
28805,manyoritas,mayoritas
28806,galoreng,galeng
28807,welah,walah
28808,sdt,sat
28809,indonesiaaaaaaa,
28810,jodohhhh,
28811,martin,margin
28812,cntik2,cantik
28813,lohhh,lodeh
28814,ngayojokarto,
28815,disunting,
28816,kenyalan,kenalan
28817,beruka,berbuka
28818,eve,ehe
28819,pedes2,pedas
28820,sensation,
28821,psang,pasang
28822,tour,taur
28823,belanjanyaaa,
28824,illallah,
28825,201,
28826,ets,eks
28827,yey,ye
28828,salute,salut
28829,kasiannya,kastanya
28830,mantapnyaaa,
28831,kandan,kanan
28832,82002,
28833,janglot,jangat
28834,lihatkkan,
28835,nakalannya,
28836,ngandalin,
28837,mnta,manta
28838,napak,nahak
28839,trimakasih,terima kasih
28840,marit,mait
28841,agamaku,agama
28842,piitak,pitak
28843,nyalahin,
28844,nitah,nikah
28845,maull,mall
28846,iniih,idiil
28847,pkirannya,
28848,wauuuwwww,
28849,ngtor,natar
28850,mrk0s,makas
28851,benderanya,benderang
28852,cantikan,cantilan
28853,orgensi,organdi
28854,pantatnya,
28855,komenya,kemenyan
28856,diserempet,
28857,menyiptakan,menciptakan
28858,frankfurt,
28859,bcott,bacot
28860,cerdaa,cerdas
28861,monarchy,
28862,daripertama,
28863,msbreeww,
28864,muw,mu
28865,im,i
28866,pemaen,pemain
28867,ppinmu,pinru
28868,vaca,vak
28869,pdahla,paha
28870,spen,sen
28871,perhiasannya,
28872,dilapangan,dapangan
28873,diantaranya,
28874,aanjjjj,
28875,saving,sading
28876,ringhit,ringgit
28877,nana,nada
28878,inter,incer
28879,between,
28880,njwaa,nawa-
28881,vtmu,vim
28882,natalienya,
28883,ebol,egol
28884,ditengah2,
28885,tolerance,toleran
28886,mantulll,mantul
28887,detikforum,
28888,kpalang,kalang
28889,aowkwkwkwk,
28890,education,
28891,njyyy,
28892,volvo,vol.
28893,pnjajahan,penjajahan
28894,yailaa,yalilan
28895,badokan,bacokan
28896,lakok,lakak
28897,podcas,padas
28898,crotss,
28899,nyngkut,nungku
28900,btww,bawa
28901,thought,
28902,sigondrong,
28903,pkiran,pikiran
28904,menjelek2kan,menjelekkan
28905,khanza,khanzab
28906,mksih,masih
28907,kontollllll,
28908,200121,
28909,nanggungg,
28910,gaeees,gandes
28911,elus2,elus
28912,some,soe
28913,aos,abs
28914,nunggu,nungku
28915,aib2,aib
28916,wadoeh,wadah
28917,prakteknya,
28918,mencairkn,mencairkan
28919,tidurbareng,
28920,akhirta,akhir
28921,prosedurnya,
28922,mdh2an,muhsan
28923,grade,garade
28924,mledak,meledak
28925,tertolonggg,tertolong
28926,serikatt,serikat
28927,crian,carian
28928,hhe,he
28929,ahergii,alergi
28930,jeremi,jerami
28931,bikinya,bibinda
28932,gatahan,gabaha
28933,hoshi,hosti
28934,gabahaya,gabaha
28935,boskuh605637282,
28936,sparring,sparing
28937,realistic,realistik
28938,takyat,takat
28939,jao,jab
28940,onye,oase
28941,holic,holi
28942,ngikutinnn,
28943,bngkit,bangkit
28944,buwrit,burit
28945,powder,polder
28946,modif,modin
28947,wwwwwl,
28948,ngetf,net
28949,beristrahatrlah,
28950,tetangganya,
28951,kolo,kalo
28952,astorvirwo,
28953,buyyy,buaya
28954,bgian,bagian
28955,musem,mesem
28956,omongannya,
28957,distinguished,
28958,diperas,deras
28959,malon,malan
28960,shashaaaa,
28961,pasticuan,
28962,kalimatnya,
28963,gaguna,gabuka
28964,jiwasraya,jiwa raga
28965,sukro,sukra
28966,030,
28967,laura,lara
28968,tarisa,taris
28969,cookkk,cokek
28970,orangkebanyakan,
28971,hmmm,ham
28972,08976464453,
28973,match,mabuh
28974,horeeee,
28975,heyyy,henry
28976,laopo,lapo
28977,sakjane,sajang
28978,kolabb,kolab
28979,sekolahin,sekolahan
28980,betulsx,betul
28981,01587,
28982,ngendi,nenda
28983,language,
28984,euyyy,
28985,menerut,mencerut
28986,kehibur,kebur
28987,weala,wafa
28988,team,tean
28989,mnhan,menhan
28990,ngomongnya,
28991,pacarin,pacaran
28992,tudungan,tudingan
28993,autan,adutan
28994,clenk,caek
28995,phone,pehong
28996,direncanain,
28997,dhukun,dukun
28998,kelaz,kelab
28999,pijir,pijar
29000,15,
29001,bule2an,baleman
29002,muluuuu,
29003,biangnya,biasanya
29004,minn,min
29005,anjr,anja
29006,yow,yog
29007,laggeng,langgeng
29008,auratny,aurat
29009,lengket2,lengket
29010,ngamodal,
29011,ungaran,ugeran
29012,aaoi,aabi
29013,selasai,selasa
29014,osmond,omong
29015,meli,mali
29016,ht,h
29017,komoci,kaloci
29018,pikiranya,pikiran
29019,found,fauna
29020,alussssssss,
29021,steak,steik
29022,456,
29023,nangkis,nangka
29024,latiham,latihan
29025,furious,
29026,mixue,mie
29027,nylekit,nyelekit
29028,lawanmu,lawan
29029,dxz24,
29030,hihihi,hihid
29031,oyen,open
29032,jancuki,jangki
29033,mentuuuullll,
29034,tolernasi,toleransi
29035,sedappp,sedakap
29036,seberuntung,seperunjung
29037,firal,feral
29038,slurp,sluri
29039,tiktokannya,
29040,sticker,stiker
29041,sefream,seram
29042,yaudaa,yanda
29043,mobiliras,mobilitas
29044,seen,seed
29045,sbgi,sbg
29046,bapanya,bapanda
29047,gakk,gaek
29048,tuuh,tauh
29049,woyyyy,
29050,posting2,posting
29051,gengbeng,gebeng
29052,kenzie,kencit
29053,dilipat,delikat
29054,wasekkkk,
29055,kecil2,kecil
29056,awokawokawok,
29057,ciibuuyyy,
29058,keja,kaja
29059,prittttt,
29060,chas,cas
29061,utamanya,
29062,keinget,keringat
29063,pulu,palu
29064,beauty,baut
29065,aleuh,ayeuh
29066,minta2,minta
29067,smkin,sakin
29068,parahnya,pasalnya
29069,jirt,jir
29070,nagngis,
29071,vebi,ve
29072,keurangan,kecurangan
29073,suryo,suro
29074,bangbang888,
29075,wanitaaaa,
29076,kesorot,kelobot
29077,masing2,mading
29078,nyairin,nyari
29079,beteng,beceng
29080,roqib,ragib
29081,strong,serong
29082,idustri,industri
29083,matayaa,mahayana
29084,nyelekitt,nyelekit
29085,subkhanaallah,
29086,heh,he
29087,katanyaa,kastanya
29088,liatnyah,lanyah
29089,kata2,kata
29090,taaiiikk,
29091,mujahir,mujahid
29092,lololo,lajolo
29093,banjirr,banjir
29094,sabaku,sabak
29095,ikhlasin,ikhlas
29096,mncintaiku,
29097,jiriya,jirian
29098,cipa,capa
29099,tipsmalamjumat,
29100,seadil2nya,
29101,penrad,penad
29102,6jt,
29103,truma,trama
29104,kupandang,kumandang
29105,authentic,autentik
29106,cntikn,cantik
29107,mat1,mat
29108,apaoun,adapun
29109,cuii,cuai
29110,atiq,ati
29111,crotttttt,
29112,okeoke,okok
29113,wwkwkwk,
29114,pantassss,
29115,hyam2,ham
29116,time,tike
29117,jilat2,jilat
29118,mnurut,menurut
29119,subrcibers,
29120,kao,ka
29121,soreh,sareh
29122,dihantam,dahanam
29123,gelaaaap,gelagap
29124,hhhmm,
29125,pass,paes
29126,loen,loek
29127,mensed,manset
29128,nypiin,
29129,coach,caca
29130,temukan,tebukan
29131,sahbihi,sahih
29132,10rb,
29133,feny,fena
29134,itunganne,
29135,njt,net
29136,sayg,sang
29137,ngetop,neto
29138,ojo,obo
29139,maniez,mandeh
29140,eemmm,
29141,pgertian,pengertian
29142,setegang,seberang
29143,berstandard,berstandar
29144,mencemoh,mencemooh
29145,terlihata,terlihat
29146,gibahh,gibah
29147,opolo,odol
29148,grgra,gaga
29149,dipermasalahin,
29150,paustadz,
29151,sucescribe,
29152,brojol,benjol
29153,sissss,
29154,gasehat,gabihat
29155,teajus,taajul
29156,st4rzuell,
29157,harry,hadro
29158,ngukup,nukuh
29159,cantika6,cantik
29160,satukanlah,
29161,ngeposisikan,
29162,ditanya,disania
29163,rb4px,
29164,doainnya,
29165,diobok2,
29166,kebenarannya,
29167,kjdian,kodian
29168,bre,be
29169,lakuyn,lakuan
29170,nyerii,nyeri
29171,seeing,seeng
29172,bangteguh,
29173,popo,pogo
29174,lordd,londo
29175,bnyakin,banyakan
29176,aninda,adinda
29177,escaa,ecak
29178,wedok,weduk
29179,sogeh,segeh
29180,kosplaynya,
29181,akomodasinya,
29182,bnr2,bar
29183,hadehhh,
29184,lurr,luar
29185,geeh,gereh
29186,leuwih,lebih
29187,mfkan,makan
29188,enchanting,
29189,fckk,faks
29190,opply,opal
29191,kempesi,kempes
29192,setau,sebau
29193,subhanaallah,
29194,kaseiiiiih,
29195,ssu,su
29196,menyalaa,menyala
29197,mwehe,mahe
29198,anjaayy,
29199,ttp,tap
29200,namakan,namatad
29201,usy,uny
29202,ngetawain,
29203,cumanan,cemaran
29204,allaoh,allah
29205,nangkap,nangka
29206,stuh,sauh
29207,panggonanmu,
29208,hooh,hook
29209,lagibete,
29210,ebroto,ebro
29211,isep,idep
29212,gelunjak,gelenak
29213,kasian,kajian
29214,ngeremas,
29215,mbakkkk,
29216,tersad,terhad
29217,324,
29218,ngebully,
29219,digunakan,disunahkan
29220,165,
29221,vidiopun,
29222,tivis,tipis
29223,coklatnya,
29224,park,pak
29225,ahh,adh
29226,kancitan,kancilan
29227,in,i
29228,beh,bah
29229,perjelass,penjelas
29230,ren,rdn
29231,kakitumasih,
29232,klian,kalian
29233,raise,rais
29234,buat2,buat
29235,adean,adan
29236,trimo,triko
29237,trkuras,terkuras
29238,ank2nya,
29239,colab,colak
29240,senakal2nya,
29241,mntpp,mantap
29242,cooy,cao
29243,exstrim,ekstrim
29244,kdang,kadang
29245,rahmawati,
29246,selaluuuu,
29247,opsetttt,
29248,bodyguard,
29249,42jt,
29250,channel,cantel
29251,kusadari,
29252,allaahh,allah
29253,palembangg,palembang
29254,digulingkan,
29255,raiso,rais
29256,betsh,betah
29257,mr,m
29258,pirwloh,
29259,dikatain,dikati
29260,kpada,kada
29261,sukreb,skrub
29262,karatee,karate
29263,bedakan,berakan
29264,kocaaakkk,
29265,n4mp0l,nampal
29266,diskord,diskoid
29267,enlighten,
29268,sekelas,sebelas
29269,enggakhah,
29270,mgsd,mad
29271,walkaromah,
29272,musry,mesra
29273,jokesss,
29274,anjyy,anaye
29275,jang,jani
29276,pakkk,pakuk
29277,quran,qurah
29278,oyo,obo
29279,tumbenan,tambunan
29280,hobby,hobi
29281,muani,mani
29282,afkk,afek
29283,sarkastik,sarkastis
29284,mecothot,melotot
29285,disusu,desus
29286,diaaammm,
29287,dikologis,dialogis
29288,bangect,banget
29289,fanther,
29290,monyett,monyet
29291,hatena,hafen
29292,7x,
29293,atakno,abano
29294,depanan,depakan
29295,mungkinn,mungkin
29296,beedamege,
29297,bibit288,
29298,jebolsz,jebol
29299,takk,tak
29300,maiya,madya
29301,erika,erik
29302,bruh,baruh
29303,cptt,capit
29304,mnapun,magun
29305,roko,rok
29306,otaknya,
29307,menjurumuskan,menjerumuskan
29308,swallow,
29309,teganggg,tegang
29310,dahu,dadu
29311,sendirikan,sendirian
29312,students,studen
29313,ekekekekek,
29314,plumas,pelumas
29315,d3p0,dap
29316,menjujung,mengujung
29317,susunedikoyoriterusbirgedi,
29318,malm,maem
29319,kyknya,kanya
29320,maff,maaf
29321,sangarrr,sangar
29322,intinyaa,
29323,balesss,
29324,mimit,mimi
29325,membully,membual
29326,swift,saif
29327,79,
29328,miriki,mirik
29329,kenapaa,kenapa
29330,gregettt,greget
29331,masbreewc,
29332,patris,paris
29333,permainanya,permainan
29334,bekind,bedinde
29335,ngeraba2,
29336,nikah2,nikah
29337,2495,
29338,dikabinetnya,
29339,anjin,angin
29340,ewig,ebi
29341,prindafan,pindaan
29342,innocentius,
29343,tempatt,tempat
29344,tettt,tebat
29345,ngeqw,ngeri
29346,saiki,saidi
29347,shay,say
29348,widih,wadah
29349,sien,sen
29350,11thn,
29351,disekitar,
29352,novi,noni
29353,kolorna,klona
29354,binih,benih
29355,mengatasnamakn,mengatasnamakan
29356,aturanya,aturan
29357,serukan,sebukan
29358,menthol,mentol
29359,really,real
29360,ditemenin,
29361,minimallll,
29362,annn,anan
29363,xp,x
29364,ngododddd,
29365,mantall,maktal
29366,hy,h
29367,kotorr,kotor
29368,sempurnakanlah,
29369,dibeda,dibasa
29370,maksih,makasih
29371,replay,rela
29372,keitung,kentung
29373,ngewena,ngeceng
29374,gulu,gugu
29375,konti,kanti
29376,rismoll,
29377,suroboyoan,
29378,abjir,abir
29379,jilbaban,jilatan
29380,stare,sare
29381,mekdii,media
29382,boncengin,boncengan
29383,tatoan,tataan
29384,solawatan,selawatan
29385,jangann,jangan
29386,role,rol
29387,prindivil,
29388,kuceng,keceng
29389,guwo,gaco
29390,btt,bat
29391,ngumbar,numbas
29392,nyulek,nyale
29393,astangfirlah,
29394,pilmjepang,
29395,regal,real
29396,bossku4,
29397,kpikiran,kepikiran
29398,nt3,n
29399,sure,sare
29400,tru,taru
29401,tadinye,tadinya
29402,ngi,ni
29403,anjing2,anjing
29404,hantem,hantam
29405,nehhh,
29406,mn2,m
29407,subscibe,
29408,wkwowko,
29409,wutt,watt
29410,ayankny,
29411,nasuha,napuh
29412,slacker,satker
29413,cabron,cabo
29414,oiiiiiiiiiiii,
29415,pemandangn,pemandang
29416,fire,firn
29417,msya,maya
29418,posthink,posting
29419,racil,racik
29420,perjelas,penjelas
29421,ausi,aesi
29422,amapun,adapun
29423,ntb,nub
29424,duaaaa,duafa
29425,v5h,v
29426,couyy,count
29427,pilahanya,
29428,bez,be
29429,mnjdi,madi
29430,mood,mooi
29431,njay,na
29432,kmuuu,kemudu
29433,ann,aan
29434,ramadhani,ramadhan
29435,ghosting,
29436,bobey,babe
29437,ngakakkk,
29438,oo,o
29439,pertamina,pertama
29440,kontek,kontak
29441,ahahahhaah,
29442,buenaa,bena
29443,284s,
29444,dahing,dabing
29445,mauuuu,maluku
29446,uuulalaaaa,
29447,bisaa,bisa
29448,ngaurr,nauru
29449,permainannya,
29450,yas,ya
29451,sanny,saing
29452,dk,d
29453,njoss,njop
29454,gedul,gecul
29455,hikun,haiku
29456,planga,plang
29457,dicalonin,
29458,ngepak,nampak
29459,depat,dapat
29460,malaysie,malaysia
29461,ancurrrr,
29462,keseksiannya,
29463,wanya,wana
29464,merupakakn,merupakan
29465,nggakvmalu,
29466,denganku,dengak
29467,subcriber,
29468,kontem,konte
29469,anghota,anggota
29470,ewww,ewuh
29471,masuknya,
29472,binomo,bedomo
29473,alfafihah,al-fatihah
29474,oktavia,oktana
29475,correctly,
29476,siapmu,sapau
29477,perawakannya,
29478,bolhhh,boleh
29479,itut,ikut
29480,gerakannya,
29481,brtahan,bertahan
29482,malaya,malaka
29483,2thun,
29484,ngatainn,
29485,jawabkan,jawaban
29486,busung2in,
29487,diputer,diptera
29488,gbuknya,
29489,storiesku,
29490,ngabejaan,
29491,hkgini,harini
29492,qnoze,
29493,guatheli,
29494,maaaff,maaf
29495,nomernya,
29496,sdhlah,salah
29497,zulhelmi,
29498,kuadraliun,kuadriliun
29499,anjaaay,anjakan
29500,dipinggir,
29501,bangt,banat
29502,cqmpurin,campuran
29503,kepeduliannya,
29504,penghi,pengki
29505,mortal,moral
29506,dibiarin,
29507,ekonominya,
29508,klaah,kaa
29509,penuhny,penuang
29510,nyeee,nyale
29511,icibboss,
29512,hasilin,hadirin
29513,roro,romo
29514,parody,parodi
29515,pearl,pail
29516,trsnggung,tanggung
29517,meyy,maya
29518,korupsinya,
29519,yeh,yah
29520,gengamanmu,
29521,klau,kalau
29522,maa,ma
29523,dengekeun,
29524,anjeerrr,
29525,mersikil,mersik
29526,mfia,mafia
29527,kedepanya,
29528,opilani,opini
29529,asekkk,
29530,1menit,
29531,bijinya,bibinda
29532,naidzubillah,
29533,mbencongi,mencong
29534,secar,sebar
29535,setaaaaanya,
29536,hijaban,hijauan
29537,dijegal,dijual
29538,avoid,abid
29539,ngajarin,
29540,gpu,gau
29541,alleee,
29542,kaitannya,kastanya
29543,gocapp,gocap
29544,menangkan,menangkal
29545,rasukin,raskin
29546,chuaakksss,
29547,bile,bale
29548,cewekx,cewek
29549,kalahkan,kalaka
29550,menjerumus,mengerumus
29551,sepertii,seperti
29552,fatuliza,
29553,nna,na
29554,astaufirullah,astagfirullah
29555,sekaleh,saleh
29556,heeh,he
29557,lgu,lagu
29558,ketawamu,ketawa
29559,271t,
29560,bigmonkey,
29561,wakakakaakka,
29562,pale2,pale
29563,london,londo
29564,rekoenggar,
29565,ponakaan,ponakan
29566,ngedeketin,
29567,mjendapatkan,mendapatkan
29568,laparr,lapar
29569,cola,cela
29570,googlenya,
29571,dikita,dikit
29572,fandy,fadi
29573,sesua,sedua
29574,mening,meling
29575,burungnya,
29576,selebewww,
29577,prakna,praka
29578,rasain,rasai
29579,sang3an,sangan
29580,percuanan,pertuanan
29581,rapatkan,rapatan
29582,pmkri,padri
29583,boek,bek
29584,mksude,maksud
29585,jurkamnya,
29586,patrikc,pabrik
29587,ragaolah,
29588,hahahhao,
29589,pleumah,peubah
29590,doaku,daku
29591,dibedakan,
29592,bumipertiwi,
29593,karepe,karepu
29594,ladenin,ladenan
29595,1636,
29596,sibuknya,
29597,jhonny,
29598,garelo,gamel
29599,gnv,g
29600,toyota,toloto
29601,neee,nabe
29602,sexualized,
29603,safeanua,
29604,nicholas,
29605,ite,ide
29606,gareunah,
29607,most,mosi
29608,anjjrrrr,
29609,botc,bot
29610,kisahnya,kiranya
29611,depanya,depan
29612,sialannn,sialan
29613,tanggalnya,
29614,6890,
29615,diterima,
29616,govlookk,
29617,ngebuktiin,
29618,mantannya,
29619,dzulfikar,
29620,hayohhh,
29621,susune,susun
29622,mic,mi
29623,tonasa,tonase
29624,malinka,malika
29625,thumb,tum
29626,cokkkkk,
29627,ketahui,ketahu
29628,premk,prem
29629,srepppp,
29630,tiny,tin
29631,remukkkk,
29632,ditebus,ditebuk
29633,apinn,apin
29634,kepantai,kenantan
29635,superwomen,
29636,ciaa,cia
29637,ngatoi,ngalo
29638,tnyak,tabak
29639,bekingnya,
29640,tunawisme,tunawisma
29641,suwanto,santo
29642,pastiin,pasien
29643,ngaspal,nampal
29644,dusoo,dasoi
29645,keplekno,
29646,kyny,kaiy
29647,abiis,abdis
29648,banga2kan,bagaikan
29649,ateul,akeul
29650,wkwkkwwkkw,
29651,effortless,
29652,ship,sip
29653,syafeea,
29654,biasaa,biasa
29655,generalization,
29656,mndinh,madinah
29657,dobok,dobo
29658,tenggelamkan,
29659,christina,
29660,wakaii,wahabi
29661,rakyat2,rakyat
29662,hamout,hambat
29663,kethek,ketek
29664,elegant,elegan
29665,videy,vide
29666,pghianat,
29667,huuuu,hudud
29668,flok,flek
29669,dewasaa,dewasa
29670,ngikkk,
29671,alva,ala
29672,ny,n
29673,siboncel,
29674,lucuuu,lucu
29675,perlakukan,perlakuan
29676,bgtt,bagat
29677,simakk,simak
29678,textil,taktil
29679,geregeten,geregetan
29680,kuliit,kulit
29681,privaat,privat
29682,nggabrani,
29683,dekde,dekade
29684,publish,publik
29685,aduuuuhhhhh,
29686,nyeyak,nyekak
29687,ngewibu,
29688,keingget,
29689,aposij,aposia
29690,rockstar,
29691,ngape,nabe
29692,10,
29693,perhatikan,perbatikan
29694,sacred,sare
29695,kurangnya,
29696,nyentuh,nyatuh
29697,takutnyeee,
29698,ahmad,ahad
29699,gedeg,gede
29700,ucunya,ulunga
29701,masing,mading
29702,neh,nah
29703,diora,dioda
29704,oversizee,
29705,laugh,lauh
29706,penyebabnya,
29707,skola,skala
29708,pande,pakde
29709,ditanem,ditanam
29710,teacher,teater
29711,sintink,sinting
29712,samperij,samper
29713,gibahmu,gibah
29714,menggeber,menggeger
29715,dilengserin,
29716,cicipin,cicilan
29717,mesisan,manisan
29718,shanks,sanksi
29719,mobel,mebel
29720,aowkwow,
29721,dijauhkan,
29722,kenyok,kanyon
29723,imingi,ibing
29724,rohingnya,
29725,diatas,di atas
29726,kasianlah,
29727,source,sore
29728,sakaleh,sakah
29729,awowkwowk,
29730,tergokil,terkokol
29731,blangsak,bangpak
29732,anjeett,
29733,okeee,oke
29734,kontenny,konten
29735,masik,madik
29736,imuttt,imut
29737,ditutorin,
29738,mnding,mading
29739,krmbalikan,kebalikan
29740,mino,mano
29741,ngelarang,
29742,biruuu,berudu
29743,news,naas
29744,freeaceh,
29745,didiklah,didikan
29746,dinyatakan,
29747,belli,belai
29748,boleeeh,boleh
29749,suadi,suai
29750,nonika,nangka
29751,updatean,
29752,jwban,jaban
29753,upload,
29754,dsuplai,displai
29755,tlanjang,telanjang
29756,croooot,
29757,sushu,suhu
29758,kerii,kerai
29759,shdh,sad
29760,andalkan,andaikan
29761,show,sow
29762,iling2no,ilingan
29763,cepeetttt,
29764,mantapps,mantap
29765,senjta,senja
29766,mnjaga,menjaga
29767,lejend,ledeng
29768,ngejelek,
29769,merlin,marlin
29770,palembangladesh,
29771,dangukeun,
29772,disens0r,disensus
29773,tifisssss,
29774,bjinggg,
29775,rikwes,rekes
29776,kepetingan,kepeningan
29777,fransiscus,
29778,lagikah,lagiah
29779,mayoritass,mayoritas
29780,ngancit,
29781,trbesar,terbesar
29782,rmh,rms
29783,bahahah,bahala
29784,dimunculkan,
29785,ningali,
29786,jancoooookkkk,
29787,ktahuan,ketahuan
29788,oppung,ojung
29789,gelud,geluh
29790,kepalaku,kepala
29791,isiny,iain
29792,jadeh,jadah
29793,swis,sais
29794,prik,parik
29795,tul,tal
29796,bocorin,bocoran
29797,ngumpat,
29798,saffea,safa
