komentar_id,Username,T_komentar,link
7468300793676038918,kepobae734,bjir 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468262595422683909,vrrsk4_,@naaputtt,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468300031348638471,putri.ntilaa,inalilahh,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468297078205285128,jametresinkk1,mantap mantap😂,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468280433538433809,may.lov143,ka😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468275235066938113,uwii194,bukan jahat taPi Lucuu😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468275055648424725,syahlazzahra,ih 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468265992168096518,rhmmeiy,@frdinn_ 😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468260117516157704,doyyymn,astaghfirullah 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468115650004419329,winda.srepet112,tugasku hnya baca komentar orang,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468134747870102292,ahahhayoweslah,ngpain lu komen🗿,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468661745844241169,winda.srepet112,gtau,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468218108437103368,vvvinaaaaaaaaaa,anj😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468172145866588934,rvahrlna1_,😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468640316837462802,hnm_0zy,aku komen kena pelanggaran😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468657270303425281,winda.srepet112,wah mantabb cinta😘🥰,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469088423514784529,coklatkejuumiloo,dimna² gw nemu komen lu bjir,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469196006837699344,winda.srepet112,kite jodoh e🥰😘,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
